"compartment","state","gene","donors","samples","cells","mean_expression","pct_expressing","aggregation","mean_expression_z"
"Colonic epithelium","Non ileal EEC DDCpos CHGApos","IL1B",5,5,168,0.0149732620320856,0.0149732620320856,"Sample-first; samples equal-weighted",-0.357106355719077
"Colonic epithelium","Non ileal EEC DDCpos CHGApos","IL6",5,5,168,0,0,"Sample-first; samples equal-weighted",-0.59919570782348
"Colonic epithelium","Non ileal EEC DDCpos CHGApos","CXCL10",5,5,168,0.0695187165775401,0.0240641711229947,"Sample-first; samples equal-weighted",-0.545650365478309
"Colonic epithelium","Non ileal EEC DDCpos CHGApos","CCL2",5,5,168,0.0154684095860566,0.0154684095860566,"Sample-first; samples equal-weighted",-0.639433366937311
"Colonic epithelium","Non ileal EEC DDCpos CHGApos","NFKB1",5,5,168,0.516898395721925,0.34330107800696,"Sample-first; samples equal-weighted",0.166744595385575
"Colonic epithelium","Non ileal EEC DDCpos CHGApos","PLAUR",5,5,168,0.200725744843392,0.0825439266615737,"Sample-first; samples equal-weighted",-0.53145530880728
"Colonic epithelium","Non ileal EEC DDCpos CHGApos","ICAM1",5,5,168,0.0469646040234276,0.0469646040234276,"Sample-first; samples equal-weighted",-0.776194848225659
"Colonic epithelium","Non ileal EEC DDCpos CHGApos","CXCL8",5,5,168,0.396218204453499,0.0944243556008262,"Sample-first; samples equal-weighted",-0.41499613995685
"Colonic epithelium","Non ileal EEC DDCpos CHGApos","OSM",5,5,168,0,0,"Sample-first; samples equal-weighted",-0.368488865200951
"Colonic epithelium","Non ileal EEC GCGpos PYYpos","IL1B",4,4,114,0.0113636363636364,0.0113636363636364,"Sample-first; samples equal-weighted",-0.357751457420879
"Colonic epithelium","Non ileal EEC GCGpos PYYpos","IL6",4,4,114,0,0,"Sample-first; samples equal-weighted",-0.59919570782348
"Colonic epithelium","Non ileal EEC GCGpos PYYpos","CXCL10",4,4,114,0,0,"Sample-first; samples equal-weighted",-0.641256419963644
"Colonic epithelium","Non ileal EEC GCGpos PYYpos","CCL2",4,4,114,0.0875527597402597,0.0875527597402597,"Sample-first; samples equal-weighted",-0.621100710637934
"Colonic epithelium","Non ileal EEC GCGpos PYYpos","NFKB1",4,4,114,0.391205357142857,0.26867288961039,"Sample-first; samples equal-weighted",-0.288949215533592
"Colonic epithelium","Non ileal EEC GCGpos PYYpos","PLAUR",4,4,114,0.0897159090909091,0.0669886363636364,"Sample-first; samples equal-weighted",-0.611011925448647
"Colonic epithelium","Non ileal EEC GCGpos PYYpos","ICAM1",4,4,114,0.05,0.04,"Sample-first; samples equal-weighted",-0.773927857834709
"Colonic epithelium","Non ileal EEC GCGpos PYYpos","CXCL8",4,4,114,0.342414772727273,0.145316558441558,"Sample-first; samples equal-weighted",-0.42884511660235
"Colonic epithelium","Non ileal EEC GCGpos PYYpos","OSM",4,4,114,0,0,"Sample-first; samples equal-weighted",-0.368488865200951
"Colonic epithelium","Non ileal EEC NEUROG3pos","IL1B",1,1,25,0,0,"Sample-first; samples equal-weighted",-0.359782333148772
"Colonic epithelium","Non ileal EEC NEUROG3pos","IL6",1,1,25,0,0,"Sample-first; samples equal-weighted",-0.59919570782348
"Colonic epithelium","Non ileal EEC NEUROG3pos","CXCL10",1,1,25,0,0,"Sample-first; samples equal-weighted",-0.641256419963644
"Colonic epithelium","Non ileal EEC NEUROG3pos","CCL2",1,1,25,0,0,"Sample-first; samples equal-weighted",-0.64336732813461
"Colonic epithelium","Non ileal EEC NEUROG3pos","NFKB1",1,1,25,0.4,0.32,"Sample-first; samples equal-weighted",-0.257064678692489
"Colonic epithelium","Non ileal EEC NEUROG3pos","PLAUR",1,1,25,0,0,"Sample-first; samples equal-weighted",-0.67530797757588
"Colonic epithelium","Non ileal EEC NEUROG3pos","ICAM1",1,1,25,0,0,"Sample-first; samples equal-weighted",-0.811270438645369
"Colonic epithelium","Non ileal EEC NEUROG3pos","CXCL8",1,1,25,0.24,0.12,"Sample-first; samples equal-weighted",-0.455206628315419
"Colonic epithelium","Non ileal EEC NEUROG3pos","OSM",1,1,25,0,0,"Sample-first; samples equal-weighted",-0.368488865200951
"Colonic epithelium","Non ileal enterocyte DUOXA2pos","IL1B",14,23,1660,0.52498663074052,0.187280738311132,"Sample-first; samples equal-weighted",-0.265958263834891
"Colonic epithelium","Non ileal enterocyte DUOXA2pos","IL6",14,23,1660,0.00162437742778007,0.00162437742778007,"Sample-first; samples equal-weighted",-0.59390228454184
"Colonic epithelium","Non ileal enterocyte DUOXA2pos","CXCL10",14,23,1660,0.0297687890294966,0.00933089476907959,"Sample-first; samples equal-weighted",-0.60031670464623
"Colonic epithelium","Non ileal enterocyte DUOXA2pos","CCL2",14,23,1660,0.0276342907484848,0.0276342907484848,"Sample-first; samples equal-weighted",-0.6363393122992
"Colonic epithelium","Non ileal enterocyte DUOXA2pos","NFKB1",14,23,1660,0.51155955802945,0.310903337074358,"Sample-first; samples equal-weighted",0.147388906944384
"Colonic epithelium","Non ileal enterocyte DUOXA2pos","PLAUR",14,23,1660,3.69733164003783,0.546517224921114,"Sample-first; samples equal-weighted",1.97443196563368
"Colonic epithelium","Non ileal enterocyte DUOXA2pos","ICAM1",14,23,1660,0.0819374285577966,0.0589947273377451,"Sample-first; samples equal-weighted",-0.750075337698625
"Colonic epithelium","Non ileal enterocyte DUOXA2pos","CXCL8",14,23,1660,1.5552181177491,0.217823419656504,"Sample-first; samples equal-weighted",-0.116670137016346
"Colonic epithelium","Non ileal enterocyte DUOXA2pos","OSM",14,23,1660,0.00266183686602582,0.00266183686602582,"Sample-first; samples equal-weighted",-0.352147646704668
"Colonic epithelium","Non ileal enterocyte DUOXA2pos CXCL11pos","IL1B",14,18,593,0.216119035209285,0.0769587712128645,"Sample-first; samples equal-weighted",-0.321158173689848
"Colonic epithelium","Non ileal enterocyte DUOXA2pos CXCL11pos","IL6",14,18,593,0.00222222222222222,0.00222222222222222,"Sample-first; samples equal-weighted",-0.591954063950008
"Colonic epithelium","Non ileal enterocyte DUOXA2pos CXCL11pos","CXCL10",14,18,593,0.488814587599462,0.0545245117450589,"Sample-first; samples equal-weighted",0.0309889320220287
"Colonic epithelium","Non ileal enterocyte DUOXA2pos CXCL11pos","CCL2",14,18,593,0.0255827254825959,0.0255827254825959,"Sample-first; samples equal-weighted",-0.63686107105564
