"panel","cohort","mechanism","endpoint","arm","score","estimand","n","events","non_events","log_odds","odds_ratio","ci_lower","ci_upper","p_value","cohort_short","Inflammation_z","probability","p_nonlinearity","linear_AIC","spline_AIC","delta_AIC","minus_log10_p","omitted","k","tau2","I2","label","group","model","module"
"b_cohort_spline_predictions","GSE73661 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.83675114377508e-05,0.64981340795815,NA,"IFX · 73661",0.893536544170665,0.0133310162234398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE73661 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46906272554823e-05,0.674885760842023,NA,"IFX · 73661",0.918253055839099,0.00549197798451237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE73661 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86182373270654e-06,0.70604494714972,NA,"IFX · 73661",0.942969567507533,0.00211022113944064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE73661 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.032724781327e-07,0.740709268587103,NA,"IFX · 73661",0.967686079175968,0.000761445651013016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE73661 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93734948167708e-08,0.776628482713035,NA,"IFX · 73661",0.992402590844402,0.000259468146465084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE73661 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63151145709729e-09,0.811884369130375,NA,"IFX · 73661",1.01711910251284,8.39060489836446e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE73661 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22795217731643e-10,0.844950919540735,NA,"IFX · 73661",1.04183561418127,2.58678680129495e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE73661 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.35100512410657e-12,0.874752015004659,NA,"IFX · 73661",1.0665521258497,7.63700650168313e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE73661 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18663748934408e-13,0.900674616949859,NA,"IFX · 73661",1.09126863751814,2.1686818410829e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE73661 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97273473794135e-14,0.922524897579989,NA,"IFX · 73661",1.11598514918657,5.94957288403434e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE73661 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58861865456708e-15,0.940439867779219,NA,"IFX · 73661",1.14070166085501,1.58378946385682e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE73661 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.99652960356197e-17,0.954779462802876,NA,"IFX · 73661",1.16541817252344,4.1089838340464e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE73661 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.82996069292951e-18,0.966023260094536,NA,"IFX · 73661",1.19013468419188,1.04351835579209e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE73661 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.763056518029e-19,0.974687433763078,NA,"IFX · 73661",1.21485119586031,2.60553979807789e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE73661 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.87893076597072e-21,0.981267590530788,NA,"IFX · 73661",1.23956770752874,6.42437004161355e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE73661 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45249733303156e-22,0.986205779105683,NA,"IFX · 73661",1.26428421919718,1.57109287558789e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0721357375407897,0.999853274351318,NA,"IFX · 23597",-1.76396451937579,0.958362772500819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0869532628902573,0.999808886671631,NA,"IFX · 23597",-1.73073234409505,0.957119795015469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104216645384918,0.999751736389517,NA,"IFX · 23597",-1.6975001688143,0.955840045151954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124091278279693,0.99967850638976,NA,"IFX · 23597",-1.66426799353355,0.954522062277223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146669369786043,0.999585179565728,NA,"IFX · 23597",-1.6310358182528,0.953164313002795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.171944245445415,0.999466962132778,NA,"IFX · 23597",-1.59780364297206,0.951765187726395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.199788181801695,0.99931823148655,NA,"IFX · 23597",-1.56457146769131,0.950322997021173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22993816223909,0.99913252733239,NA,"IFX · 23597",-1.53133929241056,0.94883596786763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261993621536265,0.998902610153626,NA,"IFX · 23597",-1.49810711712981,0.947302239723663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.295428739007159,0.99862061583482,NA,"IFX · 23597",-1.46487494184907,0.945719860428529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.329619300357717,0.998278337892784,NA,"IFX · 23597",-1.43164276656832,0.944086781937008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.363881184681379,0.997867667010678,NA,"IFX · 23597",-1.39841059128757,0.942400855880671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.397515047143607,0.997381208387259,NA,"IFX · 23597",-1.36517841600682,0.940659828953897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.429850588037554,0.996813077377393,NA,"IFX · 23597",-1.33194624072607,0.938861338123202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.460284301017359,0.99615984014564,NA,"IFX · 23597",-1.29871406544533,0.937002905659539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.488306534278298,0.99542151808685,NA,"IFX · 23597",-1.26548189016458,0.935081933994534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.513516356360436,0.99460251713127,NA,"IFX · 23597",-1.23224971488383,0.933095700403142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.535625238721445,0.993712288204359,NA,"IFX · 23597",-1.19901753960308,0.931041351517056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.554452304345527,0.992765494675599,NA,"IFX · 23597",-1.16578536432234,0.928915897675263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.569914580174912,0.991781484013609,NA,"IFX · 23597",-1.13255318904159,0.926716207120623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58201542373139,0.990782956451262,NA,"IFX · 23597",-1.09932101376084,0.924439000054173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59083338597399,0.989793893285385,NA,"IFX · 23597",-1.06608883848009,0.922080842562107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.596512612215673,0.98883701381977,NA,"IFX · 23597",-1.03285666319935,0.919638140434132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59925482442668,0.987931199250675,NA,"IFX · 23597",-0.999624487918599,0.917107132896166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.599312220593268,0.987089373701516,NA,"IFX · 23597",-0.966392312637851,0.914483886285204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.596980374076925,0.986317227263076,NA,"IFX · 23597",-0.933160137357103,0.911764287699694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.592590370807861,0.985612936112697,NA,"IFX · 23597",-0.899927962076356,0.908944038664998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.586499826289624,0.984967773608683,NA,"IFX · 23597",-0.866695786795608,0.906018648860538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579082885345733,0.984367314157402,NA,"IFX · 23597",-0.83346361151486,0.902983429963102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.570719673421754,0.98379286283071,NA,"IFX · 23597",-0.800231436234113,0.899833489669624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.561785863520205,0.983222788955642,NA,"IFX · 23597",-0.766999260953365,0.896563725972578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.552643040652144,0.98263355107434,NA,"IFX · 23597",-0.733767085672618,0.893168821772041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.543630419571557,0.982000319019543,NA,"IFX · 23597",-0.70053491039187,0.889643239920578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.535054400485618,0.981297529229114,NA,"IFX · 23597",-0.667302735111122,0.885981367245274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.527122300932455,0.980504393399334,NA,"IFX · 23597",-0.634070559830375,0.882179876743287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.519944655457498,0.979605214609534,NA,"IFX · 23597",-0.600838384549627,0.878237612803079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.513587324842218,0.978585277112082,NA,"IFX · 23597",-0.567606209268879,0.874153818374939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.508079306461966,0.97743047420305,NA,"IFX · 23597",-0.534374033988132,0.869928113677397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.503418382390583,0.97612719070366,NA,"IFX · 23597",-0.501141858707384,0.865560531037487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.499575959329962,0.974662330947228,NA,"IFX · 23597",-0.467909683426637,0.861051549354716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.496501107132993,0.973023502295978,NA,"IFX · 23597",-0.434677508145889,0.856402127813404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.494123870760821,0.971199362211199,NA,"IFX · 23597",-0.401445332865141,0.851613738442179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.492357976302783,0.969180133959796,NA,"IFX · 23597",-0.368213157584394,0.846688397098647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.491103080274976,0.966958289930546,NA,"IFX · 23597",-0.334980982303646,0.841628692442736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.490246727893332,0.964529390365762,NA,"IFX · 23597",-0.301748807022898,0.836437812455052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.489666194567218,0.961893047605936,NA,"IFX · 23597",-0.268516631742151,0.831119568057597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.489230388119914,0.95905396095468,NA,"IFX · 23597",-0.235284456461403,0.825678413404355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.488801987811213,0.956022935627358,NA,"IFX · 23597",-0.202052281180656,0.820119462429021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.488239988211542,0.952817763813429,NA,"IFX · 23597",-0.168820105899908,0.814448501267068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.487402796633975,0.949463812654471,NA,"IFX · 23597",-0.13558793061916,0.808671996209386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48615199481195,0.945994142509081,NA,"IFX · 23597",-0.102355755338412,0.802797096894869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.484356810104576,0.942448981747937,NA,"IFX · 23597",-0.0691235800576648,0.796831634508817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.481899241689508,0.938874424265573,NA,"IFX · 23597",-0.0358914047769172,0.790784114822266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.478679652598995,0.935320300931156,NA,"IFX · 23597",-0.00265922949616959,0.784663705982888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.474622481233084,0.931837303086716,NA,"IFX · 23597",0.030572945784578,0.778480221049544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469681574731707,0.92847358517064,NA,"IFX · 23597",0.0638051210653257,0.772244095348052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.463844544087984,0.925271208517227,NA,"IFX · 23597",0.0970372963460733,0.765966358813136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.457135532800687,0.922262866003551,NA,"IFX · 23597",0.130269471626821,0.759658603568656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.449615907030739,0.919469313648412,NA,"IFX · 23597",0.163501646907569,0.753332947082696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.441382611621994,0.916897823477439,NA,"IFX · 23597",0.196733822188316,0.747001991313541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43256424880556,0.914541789003332,NA,"IFX · 23597",0.229965997469064,0.740678778334674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42331525250001,0.912381412694441,NA,"IFX · 23597",0.263198172749811,0.734376742989561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41380877588081,0.91038523961636,NA,"IFX · 23597",0.296430348030559,0.728109663178187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.404229032205725,0.908512210507584,NA,"IFX · 23597",0.329662523311307,0.721891608415533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394763815478544,0.906713899289261,NA,"IFX · 23597",0.362894698592054,0.715736887326155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.385597800097792,0.904936657586271,NA,"IFX · 23597",0.396126873872802,0.709659994747962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.376907019185611,0.903123483246102,NA,"IFX · 23597",0.429359049153549,0.703675559111849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36885469500786,0.901215533496584,NA,"IFX · 23597",0.462591224434297,0.697798290742101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.361588377471611,0.89915329845518,NA,"IFX · 23597",0.495823399715045,0.692042931685923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35523815849757,0.896877531184708,NA,"IFX · 23597",0.529055574995792,0.686424207630136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3499124971843,0.894331061092668,NA,"IFX · 23597",0.56228775027654,0.680956416702634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345640001639061,0.891478473244381,NA,"IFX · 23597",0.595519925557288,0.675646584759615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.342372525738767,0.888309340181999,NA,"IFX · 23597",0.628752100838035,0.670494812001859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.340038445804146,0.884824249932293,NA,"IFX · 23597",0.661984276118783,0.665500378758606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33854597881647,0.881035425617167,NA,"IFX · 23597",0.69521645139953,0.660662013182761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33778321018998,0.876968572458158,NA,"IFX · 23597",0.728448626680278,0.655977927744148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.337617109302036,0.872665265993965,NA,"IFX · 23597",0.761680801961026,0.651445854792517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.337891945515525,0.868185698213889,NA,"IFX · 23597",0.794912977241773,0.647063080957315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.338427623221885,0.863611474391025,NA,"IFX · 23597",0.828145152522521,0.642826480201267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.339018605376875,0.859047979358992,NA,"IFX · 23597",0.861377327803269,0.638732545389767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_cohort_spline_predictions","GSE23597 IFX","anti-TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.339434277604791,0.85462561921506,NA,"IFX · 23597",0.894609503084016,0.634777418277781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
